Ensembl_ID,GeneSymbol,Description,EntrezID,Biotype,Human_Ensembl_ID,Human_GeneSymbol,Human_Entrez_ID,Tibia_activity,Tibia_mean_FPKM,Femur_activity,Femur_mean_FPKM,Humerus_activity,Humerus_mean_FPKM,Active_tissue_number,InVitro_active_osteocytes,LaserCaptured_active_osteocytes,CollagenaseDigested_active_osteocytes,Female4_activity,Female4_mean_FPKM,Female10_activity,Female10_mean_FPKM,Female16_activity,Female16_mean_FPKM,Female26_activity,Female26_mean_FPKM,Male4_activity,Male4_mean_FPKM,Male10_activity,Male10_mean_FPKM,Male16_activity,Male16_mean_FPKM,Male26_activity,Male26_mean_FPKM,Skeletal_maturation_cluster,Skeletal_maturation_cluster_corr,Skeletal_maturation_cluster_corr_pval,Osteocyte_activity,Osteocyte_mean_FPKM,Osteocyte_marrow_activity,Osteocyte_marrow_mean_FPKM,LFC,LFC_CI_Upper,LFC_CI_Lower,Above_threshold,Ayturk_muscle,Ayturk_marrow,Ayturk_blood,Ayturk_contaminant,Osteocyte_transcriptome,Osteocyte_transcriptome_signature,Total_gene_universe,Osteocyte_Tau,Skeletal_GO_Term,Skeletal_MP_Term,Skeletal_annotation,IDGSW3_Day3_mean_CPM,IDGSW3_Day14_mean_CPM,IDGSW3_Day35_mean_CPM,IDGSW3_cluster,OBCD_phenotype
ENSMUSG00000075389,2810410L24Rik,RIKEN cDNA 2810410L24 gene [Source:MGI Symbol;Acc:MGI:1923627],NA,processed_transcript,NA,NA,NA,8,1.4575,7,1.2575,8,1.3925,12,TRUE,FALSE,FALSE,5,1.93,5,2.106,5,1.572,5,1.692,5,1.766,5,2.058,5,1.768,5,2.524,black,0.4183907,0.007215858,5,2.11,1,0.336,2.576229,3.414948,1.73751,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.089,NA,FALSE,FALSE,54.33,58,35.33,Maturation,FALSE
ENSMUSG00000060530,A930017M01Rik,RIKEN cDNA A930017M01 gene [Source:MGI Symbol;Acc:MGI:2685151],NA,pseudogene,NA,NA,NA,8,1.81625,8,1.58,8,1.84375,3,TRUE,FALSE,FALSE,5,1.18,5,1.688,5,1.536,5,1.13,4,1.046,5,0.952,4,0.934,3,0.762,brown,0.4181559,0.007251856,5,1.526,0,0.078,3.826923,5.007323,2.646523,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.211,NA,FALSE,FALSE,5.33,11.33,51.33,Maturation,FALSE
Obcdi019071,NA,NA,NA,novel_intergenic,NA,NA,NA,7,1.1825,5,0.7275,7,0.8825,0,FALSE,FALSE,FALSE,5,1.06,4,0.832,5,1.23,2,0.79,5,1.312,3,0.628,3,0.82,4,0.782,brown,0.4176891,0.007323886,5,1.564,0,0.15,3.052566,4.242269,1.862863,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,FALSE,FALSE,0,0,0,Maturation,FALSE
ENSMUSG00000068196,Col8a1,"collagen, type VIII, alpha 1 [Source:MGI Symbol;Acc:MGI:88463]",12837,protein_coding,ENSG00000144810,COL8A1,1295,8,21.0575,8,17.17625,8,23.32875,9,TRUE,FALSE,TRUE,5,53.032,5,70.598,5,76.032,5,81.698,5,47.864,5,47.184,5,33.29,5,33.038,brown,0.4160916,0.007575054,5,26.954,5,3.98,2.746791,3.130616,2.362966,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.896,NA,FALSE,FALSE,14786.33,20009.67,9277.33,Maturation,FALSE
ENSMUSG00000048582,Gja3,"gap junction protein, alpha 3 [Source:MGI Symbol;Acc:MGI:95714]",14611,protein_coding,ENSG00000121743,GJA3,2700,1,0.39,4,0.54,6,0.5975,1,FALSE,FALSE,FALSE,3,0.552,3,0.558,1,0.32,5,0.552,3,0.738,2,0.41,1,0.274,2,0.558,brown,0.4159919,0.00759098,5,1.088,0,0,4.416798,5.263554,3.570042,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,NA,FALSE,FALSE,0,0,0,Maturation,FALSE
ENSMUSG00000029334,Prkg2,"protein kinase, cGMP-dependent, type II [Source:MGI Symbol;Acc:MGI:108173]",19092,protein_coding,ENSG00000138669,PRKG2,5593,3,0.6,6,0.645,2,0.475,4,TRUE,FALSE,TRUE,3,0.566,2,0.67,4,1.002,5,0.794,4,0.578,3,0.916,3,0.762,4,0.914,grey,0.4146585,0.007806665,5,1.012,0,0.026,4.484471,5.842117,3.126825,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,NA,TRUE,TRUE,1449.33,748,250.33,Early expression,FALSE
ENSMUSG00000024883,Rin1,Ras and Rab interactor 1 [Source:MGI Symbol;Acc:MGI:2385695],225870,protein_coding,ENSG00000174791,RIN1,9610,8,1.62875,7,1.03375,8,1.17375,5,TRUE,FALSE,TRUE,5,1.212,5,1.33,5,1.856,5,1.378,5,1.282,5,1.57,5,1.276,5,1.542,black,0.4140966,0.007899112,5,1.646,0,0.328,2.405304,3.080117,1.730491,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.328,NA,FALSE,FALSE,640,1626.67,277.67,Maturation,FALSE
ENSMUSG00000049044,Rapgef4,Rap guanine nucleotide exchange factor (GEF) 4 [Source:MGI Symbol;Acc:MGI:1917723],56508,protein_coding,ENSG00000091428,RAPGEF4,11069,8,48.62625,8,38.935,8,44.3775,12,TRUE,FALSE,TRUE,5,35.758,5,29.656,5,36.744,5,40.766,5,26.654,5,27.058,5,33.048,5,27.13,brown,0.4122358,0.008212049,5,54.43,5,3.3,4.039733,4.540125,3.539342,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.421,NA,FALSE,FALSE,17,76,897,Maturation,FALSE
ENSMUSG00000063887,Nlgn1,neuroligin 1 [Source:MGI Symbol;Acc:MGI:2179435],192167,protein_coding,ENSG00000169760,NLGN1,22871,8,1.41375,7,0.87375,8,1.53875,3,FALSE,FALSE,FALSE,5,1.446,5,1.666,5,1.738,5,1.836,5,0.876,5,2.042,5,1.494,5,1.928,grey,0.4114531,0.008346809,5,1.52,0,0.116,3.807266,5.006091,2.608441,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.101,NA,FALSE,FALSE,0,0,0,Maturation,FALSE
ENSMUSG00000053414,Hunk,hormonally upregulated Neu-associated kinase [Source:MGI Symbol;Acc:MGI:1347352],26559,protein_coding,ENSG00000142149,HUNK,30811,8,2.26625,8,3.9575,8,3.2525,7,TRUE,FALSE,TRUE,5,2.326,5,2.162,5,2.482,5,2.506,5,2.016,5,1.906,5,2.318,5,2.926,black,0.4111937,0.008391888,5,4.278,0,0.372,3.699612,4.303862,3.095362,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.451,NA,FALSE,FALSE,80,114.33,58.33,Maturation,FALSE
ENSMUSG00000105940,NA,NA,NA,TEC,NA,NA,NA,8,13.28375,8,11.8025,8,14.95875,0,TRUE,FALSE,FALSE,5,5.832,5,7.444,5,11.008,5,14.204,5,5.12,5,6.71,5,8.512,5,9.192,turquoise,0.4111191,0.008404896,5,15.418,4,0.732,4.332692,5.094953,3.570431,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,NA,FALSE,FALSE,58.67,20.33,8.67,Early expression,FALSE
ENSMUSG00000031990,Jam3,junction adhesion molecule 3 [Source:MGI Symbol;Acc:MGI:1933825],83964,protein_coding,ENSG00000166086,JAM3,83700,8,13.60375,8,11.86625,8,14.95875,11,TRUE,TRUE,TRUE,5,13.79,5,16.528,5,16.774,5,14.904,5,12.894,5,14.222,5,12.412,5,15.166,black,0.4083505,0.008899883,5,19.308,5,1.07,4.127241,4.65794,3.596542,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.275,NA,TRUE,TRUE,411,583,391,Maturation,FALSE
ENSMUSG00000021719,Rgs7bp,regulator of G-protein signalling 7 binding protein [Source:MGI Symbol;Acc:MGI:106334],52882,protein_coding,ENSG00000186479,RGS7BP,401190,8,1.63625,8,1.57,8,1.58125,8,FALSE,FALSE,FALSE,5,1.098,5,1.194,5,0.96,5,0.796,5,1.074,5,2.652,5,1.782,5,1.696,grey,0.4075517,0.009047269,5,1.724,0,0.402,2.085301,2.528182,1.642419,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.106,NA,FALSE,FALSE,0.33,0,0.67,Maturation,FALSE
ENSMUSG00000036040,Adamtsl2,ADAMTS-like 2 [Source:MGI Symbol;Acc:MGI:1925044],77794,protein_coding,ENSG00000197859,ADAMTSL2,9719,8,12.13625,8,13.38375,8,12.84375,10,TRUE,FALSE,FALSE,5,6.006,5,8.45,5,9.264,5,7.03,5,5.61,5,7.312,5,8.25,5,7.746,grey,0.4066838,0.009209753,5,18.378,1,0.446,5.565939,6.342737,4.789142,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.574,NA,FALSE,FALSE,0.33,1,7,Maturation,FALSE
ENSMUSG00000054580,Pla2r1,phospholipase A2 receptor 1 [Source:MGI Symbol;Acc:MGI:102468],NA,protein_coding,ENSG00000153246,PLA2R1,22925,8,3.46375,8,3.44625,8,3.85125,8,TRUE,FALSE,TRUE,5,3.282,5,3.654,5,3.29,5,3.24,5,2.4,5,4.036,5,4.382,5,4.61,black,0.4056882,0.009399225,5,3.302,4,0.806,2.608717,3.350111,1.867324,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.539,NA,FALSE,FALSE,629.16,858.61,263.22,Early expression,FALSE
ENSMUSG00000038173,Enpp6,ectonucleotide pyrophosphatase/phosphodiesterase 6 [Source:MGI Symbol;Acc:MGI:2445171],320981,protein_coding,ENSG00000164303,ENPP6,133121,8,33.27,8,28.97875,8,32.7325,5,TRUE,TRUE,TRUE,5,22.782,5,27.086,5,32.602,5,34.902,5,21.582,5,23.29,5,25.102,5,23.854,grey,-0.4028359,0.009960611,5,35.878,5,3.202,3.382771,3.821453,2.94409,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.833,NA,FALSE,FALSE,1.33,1.33,92,Maturation,FALSE
ENSMUSG00000030281,Il17rc,interleukin 17 receptor C [Source:MGI Symbol;Acc:MGI:2159336],171095,protein_coding,ENSG00000163702,IL17RC,84818,8,5.47625,8,5.185,8,6.4975,12,TRUE,FALSE,FALSE,5,4.852,5,6.442,5,4.954,5,4.78,5,5.568,5,6.976,5,5.57,5,5.71,black,0.4027018,0.009987693,5,7.364,4,0.99,3.118129,3.880044,2.356214,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.311,NA,FALSE,FALSE,642.67,644.67,240.67,Early expression,FALSE
ENSMUSG00000027386,Fbln7,fibulin 7 [Source:MGI Symbol;Acc:MGI:1917620],70370,protein_coding,ENSG00000144152,FBLN7,129804,8,6.37125,8,6.34125,8,7.96375,8,TRUE,FALSE,TRUE,5,6.61,5,5.594,5,6.522,5,5.602,5,5.538,5,4.63,5,5.74,5,7.812,black,0.4007158,0.01039625,5,10.426,0,0.184,5.908518,7.422586,4.394451,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.833,NA,FALSE,FALSE,98.33,167.33,90.33,Maturation,FALSE
ENSMUSG00000103144,NA,NA,NA,protein_coding,ENSG00000204956,PCDHGA1,56114,8,3.2025,8,2.8975,8,3.28875,6,TRUE,FALSE,FALSE,5,1.826,5,2.002,5,2.96,5,3.722,5,1.758,5,2.1,5,2.592,5,2.954,grey,0.3989039,0.01078133,5,3.694,0,0.376,3.166787,3.763022,2.570552,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.833,NA,FALSE,FALSE,386.43,571.53,288.98,Maturation,FALSE
ENSMUSG00000102748,NA,NA,NA,protein_coding,ENSG00000253910,PCDHGB2,56103,8,11.26625,8,8.89125,8,10.405,9,TRUE,FALSE,FALSE,5,7.466,5,8.904,5,9.262,5,10.81,5,7.038,5,9.308,5,8.796,5,10.268,grey,0.3984572,0.01087813,5,11.184,5,1.08,3.346621,3.817972,2.875271,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.819,NA,FALSE,FALSE,67.12,68.85,18.01,Early expression,FALSE
ENSMUSG00000018387,Shroom1,shroom family member 1 [Source:MGI Symbol;Acc:MGI:1919024],71774,protein_coding,ENSG00000164403,SHROOM1,134549,7,0.96625,7,0.7975,7,0.9075,9,TRUE,FALSE,FALSE,5,1.196,4,1.106,5,1.154,4,0.956,5,1.154,4,1.03,5,0.988,5,1.51,black,0.3970524,0.01118735,5,1.162,0,0.132,3.110304,3.948827,2.271781,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,NA,FALSE,FALSE,36.67,169.67,57.67,Maturation,FALSE
ENSMUSG00000031327,Chic1,cysteine-rich hydrophobic domain 1 [Source:MGI Symbol;Acc:MGI:1344694],12212,protein_coding,ENSG00000204116,CHIC1,53344,8,3.4475,8,3.375,8,3.58625,7,TRUE,FALSE,TRUE,5,2.8,5,2.886,5,3.514,5,2.598,5,2.756,5,3.2,5,2.794,5,3.218,black,0.3951102,0.01162718,5,4.41,3,0.588,3.251958,3.755384,2.748533,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.416,NA,FALSE,FALSE,252,587,174,Maturation,FALSE
ENSMUSG00000106214,NA,NA,NA,TEC,NA,NA,NA,8,11.9325,8,7.99375,8,10.135,0,TRUE,FALSE,FALSE,5,8.344,5,7.43,5,9.136,5,10.146,5,7.56,5,8.26,5,8.004,5,8.152,black,0.3942212,0.01183338,5,7.354,2,0.534,3.639459,4.550349,2.728568,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,NA,FALSE,FALSE,165,43.67,14.33,Early expression,FALSE
ENSMUSG00000004791,Pgf,placental growth factor [Source:MGI Symbol;Acc:MGI:105095],18654,protein_coding,ENSG00000119630,PGF,5228,8,7.09625,8,5.83125,8,5.345,9,TRUE,TRUE,TRUE,5,6.9,5,6.726,5,6.098,5,3.432,5,8.032,5,6.548,5,6.986,5,6.366,black,0.392207755,0.012311879,5,10.442,5,1.21,3.069911317,3.610021291,2.529801344,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.75,NA,FALSE,FALSE,93.67,193,115.33,Maturation,FALSE
ENSMUSG00000050700,Emilin3,elastin microfibril interfacer 3 [Source:MGI Symbol;Acc:MGI:2389142],280635,protein_coding,ENSG00000183798,EMILIN3,90187,8,1.3775,6,0.86,8,1.56375,1,TRUE,FALSE,FALSE,4,2.1,5,2.126,5,2.38,5,1.662,5,1.97,5,2.09,5,2.336,5,3.654,black,0.3910047,0.01260556,5,2.542,0,0.05,5.746837,7.179382,4.314292,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.335,NA,FALSE,FALSE,2.67,24.33,16.33,Maturation,FALSE
ENSMUSG00000019590,Cyb561,cytochrome b-561 [Source:MGI Symbol;Acc:MGI:103253],13056,protein_coding,ENSG00000008283,CYB561,1534,8,4.34125,8,3.52125,8,3.8775,12,TRUE,FALSE,TRUE,5,5.216,5,5.15,5,7.154,5,8.804,5,4.422,5,5.602,5,5.502,5,6.052,grey,0.3907513,0.01266819,5,6.79,2,0.58,3.313113,3.946802,2.679425,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.157,NA,TRUE,TRUE,5,27,48.67,Maturation,FALSE
ENSMUSG00000101724,NA,NA,NA,sense_intronic,NA,NA,NA,8,3.3725,8,2.75,8,2.61125,0,TRUE,FALSE,FALSE,5,3.368,5,2.828,5,3.226,5,4.044,5,2.866,5,2.448,5,2.992,5,2.594,brown,0.3901431,0.01281954,5,4.134,0,0.264,3.690626,4.433887,2.947366,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,NA,FALSE,FALSE,31.67,14,4,Early expression,FALSE
ENSMUSG00000063531,Sema3e,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E [Source:MGI Symbol;Acc:MGI:1340034]",20349,protein_coding,ENSG00000170381,SEMA3E,9723,8,1.53375,7,1,8,1.3625,4,TRUE,FALSE,TRUE,5,1.028,5,1.16,5,1.066,5,1.328,5,1.236,5,1.326,4,0.976,5,1.57,black,0.3887947,0.01316059,5,1.438,0,0.018,5.865409,7.683259,4.047559,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.049,NA,FALSE,FALSE,1966,382.67,36,Early expression,FALSE
ENSMUSG00000038193,Hand2,heart and neural crest derivatives expressed transcript 2 [Source:MGI Symbol;Acc:MGI:103580],15111,protein_coding,ENSG00000164107,HAND2,9464,0,0.055,1,0.37625,4,0.5425,3,FALSE,FALSE,FALSE,3,0.536,2,0.53,3,0.548,1,0.46,3,0.72,5,0.802,3,0.62,4,0.734,black,0.3885542,0.01322222,5,0.926,0,0.056,3.912137,5.011595,2.81268,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,"GO:0042733, GO:0045668, GO:0060536",TRUE,TRUE,0.67,0,0,Maturation,FALSE
ENSMUSG00000087400,Gm15270,predicted gene 15270 [Source:MGI Symbol;Acc:MGI:3705149],NA,processed_transcript,NA,NA,NA,8,6.64625,8,5.12875,8,6.67375,6,TRUE,FALSE,FALSE,5,5.656,5,4.794,5,5.062,5,5.734,5,5.172,5,3.856,5,3.566,5,8.062,black,0.3876303,0.01346126,5,8.468,3,0.766,3.282903,4.316081,2.249726,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.917,NA,FALSE,FALSE,27,20.67,32,Maturation,FALSE
ENSMUSG00000103897,NA,NA,NA,protein_coding,ENSG00000253767,PCDHGA8,9708,8,9.34125,8,7.64375,8,9.6025,5,TRUE,FALSE,FALSE,5,4.898,5,5.622,5,6.972,5,7.33,5,4.914,5,6.308,5,6.018,5,7.24,grey,0.3859253,0.01391204,5,8.956,5,1.12,3.023131,3.495138,2.551124,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.867,NA,FALSE,FALSE,173.11,179.51,165.34,Maturation,FALSE
ENSMUSG00000106121,NA,NA,NA,sense_intronic,NA,NA,NA,8,1.7075,7,0.975,8,1.105,0,TRUE,FALSE,FALSE,5,0.87,4,0.712,5,0.788,4,0.926,5,0.748,4,1.388,5,1.17,5,1.142,grey,0.3812896,0.01520276,5,1.084,0,0.156,3.048357,4.208009,1.888705,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,NA,FALSE,FALSE,56.67,11.67,3.33,Early expression,FALSE
ENSMUSG00000102650,NA,NA,NA,TEC,NA,NA,NA,8,1.42375,7,1.3125,8,1.34625,0,FALSE,FALSE,FALSE,3,0.442,5,1.002,5,0.796,4,1.214,3,0.602,4,0.752,4,0.972,5,0.768,turquoise,0.38105,0.01527213,5,2.374,0,0.07,5.099844,6.481127,3.718562,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,NA,FALSE,FALSE,0,0,0,Maturation,FALSE
ENSMUSG00000032334,Loxl1,lysyl oxidase-like 1 [Source:MGI Symbol;Acc:MGI:106096],16949,protein_coding,ENSG00000129038,LOXL1,4016,8,30.21,8,18.93625,8,25.94125,11,TRUE,TRUE,TRUE,5,32.3,5,40.786,5,45.002,5,45.57,5,32.674,5,36.432,5,27.076,5,34.322,black,0.3800891,0.01555304,5,29.216,5,5.084,2.520703,2.777664,2.263743,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.63,NA,FALSE,FALSE,610,1226,289,Maturation,FALSE
ENSMUSG00000053062,Jam2,junction adhesion molecule 2 [Source:MGI Symbol;Acc:MGI:1933820],67374,protein_coding,ENSG00000154721,JAM2,58494,8,34.12,8,27.81125,8,36.39875,12,TRUE,TRUE,TRUE,5,26.8,5,27.972,5,34.05,5,38.062,5,26.45,5,28.306,5,30.49,5,37.694,grey,0.3781871,0.01612198,5,46.006,5,1.374,5.21484,5.702008,4.727672,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.311,NA,TRUE,TRUE,22.33,55.67,284,Maturation,FALSE
ENSMUSG00000033453,Adamts15,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 15 [Source:MGI Symbol;Acc:MGI:2449569]",235130,protein_coding,ENSG00000166106,ADAMTS15,170689,8,4.72125,8,3.66875,8,3.9425,9,TRUE,FALSE,TRUE,5,3.294,5,2.844,5,2.85,5,3.02,5,2.85,5,3.804,5,3.248,5,3.772,black,0.3777736,0.01624795,5,3.114,0,0.3,3.384202,4.185881,2.582523,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.508,NA,FALSE,FALSE,0,86,49,Maturation,FALSE
ENSMUSG00000019944,Rhobtb1,Rho-related BTB domain containing 1 [Source:MGI Symbol;Acc:MGI:1916538],NA,protein_coding,ENSG00000072422,RHOBTB1,9886,8,20.12375,8,19.61125,8,19.9375,12,TRUE,TRUE,TRUE,5,11.976,5,14.574,5,18.708,5,21.422,5,11.98,5,13.834,5,14.638,5,18.062,grey,0.3771093,0.01645208,5,26.29,5,4.38,2.583664,2.917221,2.250107,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.397,NA,FALSE,FALSE,339,609.67,224.33,Maturation,FALSE
ENSMUSG00000104063,NA,NA,NA,protein_coding,ENSG00000254122,PCDHGB7,56099,8,8.4825,8,7.91875,8,8.7675,6,TRUE,FALSE,FALSE,5,5.296,5,5.772,5,8.338,5,9.178,5,5.35,5,6.3,5,5.912,5,7.538,grey,0.3768402,0.01653539,5,9.702,4,0.976,3.372452,3.882449,2.862456,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.833,NA,FALSE,FALSE,41.73,48.84,11.42,Early expression,FALSE
ENSMUSG00000082310,Gm12904,predicted gene 12904 [Source:MGI Symbol;Acc:MGI:3650403],NA,processed_pseudogene,NA,NA,NA,8,0.99125,7,0.83,7,0.85875,0,FALSE,FALSE,FALSE,0,0.28,2,0.584,4,0.978,3,0.732,0,0.17,1,0.34,5,0.876,1,0.496,turquoise,0.3768082,0.01654532,5,1.428,0,0,4.545598,5.5625,3.528696,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,FALSE,FALSE,0.33,0,0.33,Maturation,FALSE
ENSMUSG00000084844,Hoxb3os,"homeobox B3 and homeobox B2, opposite strand [Source:MGI Symbol;Acc:MGI:103211]",NA,antisense,NA,NA,NA,7,0.67125,8,1.18375,8,2.67,7,FALSE,FALSE,FALSE,5,1.77,5,1.754,5,2.64,5,2.854,5,2.292,5,2.166,5,2.716,5,3.336,grey,0.3766185,0.01660427,5,2.95,0,0.3,3.102357,3.628584,2.576129,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.075,NA,FALSE,FALSE,0,0.67,0.33,Maturation,FALSE
ENSMUSG00000054263,Lifr,leukemia inhibitory factor receptor [Source:MGI Symbol;Acc:MGI:96788],16880,protein_coding,ENSG00000113594,LIFR,3977,8,186.0112,8,161.145,8,163.375,12,TRUE,FALSE,TRUE,5,130.25,5,139.74,5,165.328,5,182.38,5,103.608,5,109.024,5,113.292,5,96.764,brown,0.376042,0.01678456,5,125.976,5,19.66,2.647155,2.953767,2.340542,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.492,NA,TRUE,TRUE,2691,6189.67,12888,Maturation,FALSE
ENSMUSG00000044288,Cnr1,cannabinoid receptor 1 (brain) [Source:MGI Symbol;Acc:MGI:104615],NA,protein_coding,ENSG00000118432,CNR1,1268,8,3.525,8,3.63125,8,3.32875,6,TRUE,FALSE,TRUE,5,1.53,5,2.834,5,2.998,5,3.192,5,1.47,5,2.916,5,2.618,5,3.022,turquoise,0.3747559,0.01719272,5,4.524,1,0.394,3.582911,4.498918,2.666904,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.237,NA,TRUE,TRUE,10,29.33,6,Maturation,FALSE
ENSMUSG00000103793,NA,NA,NA,protein_coding,ENSG00000253731,PCDHGA6,56109,8,9.31,8,6.98875,8,8.83375,8,TRUE,FALSE,FALSE,5,4.87,5,6.454,5,7.81,5,7.47,5,5.318,5,6.086,5,6.164,5,7.328,grey,0.3722434,0.01801419,5,8.184,4,0.898,3.217374,3.584382,2.850366,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.833,NA,FALSE,FALSE,163.86,176.54,72.84,Early expression,FALSE
ENSMUSG00000106212,NA,NA,NA,sense_intronic,NA,NA,NA,6,0.87875,7,0.6925,7,0.8325,0,TRUE,FALSE,FALSE,5,0.798,5,0.802,3,0.716,4,0.768,5,0.934,5,1.094,5,0.94,5,0.9,black,0.370666,0.0185466,5,1.08,0,0.14,3.314008,4.483247,2.14477,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,FALSE,FALSE,47.67,21.67,3.67,Early expression,FALSE
ENSMUSG00000102742,NA,NA,NA,protein_coding,ENSG00000253873,PCDHGA11,56105,8,7.26375,8,6.3475,8,7.7075,5,TRUE,FALSE,FALSE,5,5.676,5,5.502,5,7.09,5,7.172,5,5.114,5,5.962,5,6.16,5,6.784,grey,0.369773,0.01885383,5,8.778,5,0.752,3.525098,3.961832,3.088364,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.698,NA,FALSE,FALSE,26.96,37.27,4.7,Early expression,FALSE
ENSMUSG00000025407,Gli1,GLI-Kruppel family member GLI1 [Source:MGI Symbol;Acc:MGI:95727],14632,protein_coding,ENSG00000111087,GLI1,2735,8,2.16875,8,1.49375,8,2.8225,7,TRUE,FALSE,FALSE,5,3.778,5,3.116,5,3.316,5,2.42,5,3.34,5,3.506,5,4.588,5,4.928,black,0.3694005,0.01898326,5,3.968,0,0.224,3.959611,4.821306,3.097916,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.306,GO:0001649,FALSE,TRUE,1,0,14.33,Maturation,FALSE
ENSMUSG00000061535,C1qtnf7,C1q and tumor necrosis factor related protein 7 [Source:MGI Symbol;Acc:MGI:1925911],109323,protein_coding,ENSG00000163145,C1QTNF7,114905,8,1.7175,8,1.975,8,1.82,6,TRUE,FALSE,FALSE,5,1.24,5,1.598,5,1.444,5,1.176,4,1.186,5,1.8,5,2.442,5,1.926,grey,0.3682336,0.01939347,5,1.608,0,0.18,3.76291,4.962697,2.563123,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.197,NA,FALSE,FALSE,0,1.33,7.33,Maturation,FALSE
ENSMUSG00000085936,2610307P16Rik,RIKEN cDNA 2610307P16 gene [Source:MGI Symbol;Acc:MGI:1919768],NA,processed_transcript,NA,NA,NA,8,29.6425,8,25.6775,8,29.05875,2,TRUE,FALSE,FALSE,5,15.85,5,19.336,5,21.878,5,26.22,5,16.03,5,15.584,5,17.178,5,15.518,brown,0.3651895,0.02049876,5,25.75,5,6.304,2.039204,2.397797,1.680611,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.972,NA,FALSE,FALSE,11.67,8,6.67,Early expression,FALSE
